Domain,CountryCode,MXDnsResponse,TXTDnsResponse,HasSPFInfo,HasDkimInfo,HasDmarcInfo,RegisteredOrg,CreationDate,ExpirationDate,UpdatedDate,RegisteredCountry,NameServers,SubdomainCount,EntropyOfSubDomains,HostIPs,DNSServersIPs,DNSServersCountries,HostIPsCountries,IpReputationDnsblInfo,DomainReputationVirusTotal,CommonPorts,HttpResponseCode,ASN,StrangeCharacters,ConsonantRatio,VowelRatio,NumericRatio,SpecialCharRatio,ConsonantSequence,VowelSequence,NumericSequence,SpecialCharSequence,Entropy,DomainLength,DomainInCiscoUmbrella,Class
click-url.com,Null,Null,"['""v=spf1 -all""']",True,False,False,"RegistrarSEC, LLC",2001-02-26,2025-02-26,2023-11-29,US,"['A.NS.FACEBOOK.COM', 'B.NS.FACEBOOK.COM', 'C.NS.FACEBOOK.COM', 'D.NS.FACEBOOK.COM']",0,0.0,['157.240.12.13'],"['129.134.31.12', '129.134.30.12', '185.89.218.12', '185.89.219.12']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",Null,Null,0,0.6153846153846154,0.23076923076923078,0.0,0.07692307692307693,"['cl', 'ck', 'rl', 'c', 'm']","['i', 'u', 'o']",[],['-'],3.180832987205441,13,0,0
bxtybfduhe11chw7oj83i25n.net,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5357142857142857,0.17857142857142858,0.25,0.0,"['bxtybfd', 'h', 'chw', 'j', 'n', 'n', 't']","['u', 'e', 'o', 'i', 'e']","['11', '7', '83', '25']",[],4.378783493486176,28,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
qyw3o21gvvsvqzde2zn1o5mjx6.org,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6,0.13333333333333333,0.23333333333333334,0.0,"['qyw', 'gvvsvqzd', 'zn', 'mjx', 'rg']","['o', 'e', 'o', 'o']","['3', '21', '2', '1', '5', '6']",[],4.256564762130954,30,0,1
dynserv.com,Null,Null,"['""v=spf1 -all""']",True,False,False,"TurnCommerce, Inc. DBA NameBright.com",2018-12-01,2025-12-01,2021-08-26,US,"['NSG1.NAMEBRIGHTDNS.COM', 'NSG2.NAMEBRIGHTDNS.COM']",0,0.0,"['3.140.13.188', '18.119.154.66']","['34.228.78.18', '3.88.234.19', '98.83.211.106', '100.27.212.238', '54.81.241.182', '44.200.9.57']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},[80],403,Null,0,0.7272727272727273,0.18181818181818182,0.0,0.0,"['dyns', 'rv', 'c', 'm']","['e', 'o']",[],[],3.459431618637298,11,0,1
518.org,Null,"['ALT.ASPMX.daum.net.', 'ASPMX.daum.net.']","['""v=spf1 ip4:1.234.83.183 ~all""']",True,False,False,"HANGANG Systems, Inc. dba Doregi.com",1997-04-25,2029-04-26,2024-07-05,KR,"['cns1.simplexi.com', 'cns2.simplexi.com']",0,0.0,['1.234.83.183'],"['58.121.85.54', '211.192.139.9']","['Unknown', 'Unknown']",['Unknown'],4.0,{},Null,Null,Null,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,['rg'],['o'],['518'],[],2.807354922057604,7,0,0
kinderspelletjes.nl,NL,"['primary.mail.pcextreme.nl.', 'fallback.mail.pcextreme.nl.']","['""google-site-verification=6wuS_1KpN4XydS0Y_5V9aEZp1tQEdmyB7auTyb-XbCk""']",False,False,False,Registrar.eu,2000-03-13,Null,2022-11-14,Null,"['', 'Creation', 'Updated', 'max.ns.cloudflare.com', 'uma.ns.cloudflare.com']",0,0.0,"['172.67.209.34', '104.21.53.53']","['172.64.33.132', '108.162.193.132', '173.245.59.132', '172.64.32.146', '173.245.58.146', '108.162.192.146']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.6842105263157895,0.2631578947368421,0.0,0.0,"['k', 'nd', 'rsp', 'll', 'tj', 's', 'nl']","['i', 'e', 'e', 'e', 'e']",[],[],3.3660913291191914,19,0,0
lrxclllfalfpy.net,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8235294117647058,0.11764705882352941,0.0,0.0,"['lrxclllf', 'lfpy', 'n', 't']","['a', 'e']",[],[],3.286895754518763,17,0,1
klbotanicalgarden.gov.my,Null,Null,Null,False,False,False,MYNIC Berhad,2012-02-13,2025-02-13,2024-03-29,REDACTED FOR PRIVACY,"['setapak.dbkl.gov.my', 'ns1.dbkl.gov.my']",0,0.0,[],"['58.26.225.173', '58.26.53.37', '58.26.53.37']","['Unknown', 'Unknown', 'Unknown']",[],0.0,{},Null,Null,Null,0,625,0.2916666666666667,0.0,0.0,"['klb', 't', 'n', 'c', 'lg', 'rd', 'n', 'g', 'v', 'my']","['o', 'a', 'i', 'a', 'a', 'e', 'o']",[],[],3.9701755214643453,24,0,0
mahachaisupply.com,Null,['mail.mahachaisupply.com.'],"['""v=spf1 a mx ip4:27.254.152.113 -all""']",True,False,False,WEBCC,2013-07-28,2025-07-29,2024-07-03,Malaysia,"['S113NS1.HOSTINGHISPEED.COM', 'S113NS2.HOSTINGHISPEED.COM']",0,0.0,['27.254.152.113'],"['27.254.152.113', '27.254.152.113']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[443, 21, 22, 25]",200,Null,0,0.6111111111111112,0.3333333333333333,0.0,0.0,"['m', 'h', 'ch', 's', 'pply', 'c', 'm']","['a', 'a', 'ai', 'u', 'o']",[],[],3.4613201402110083,18,0,0
uworks.net,Null,"['mailstore1.secureserver.net.', 'smtp.secureserver.net.']",Null,False,False,False,"GoDaddy.com, LLC",2003-08-04,2025-08-04,2023-07-30,US,"['NS-1152.AWSDNS-16.ORG', 'NS-1925.AWSDNS-48.CO.UK', 'NS-6.AWSDNS-00.COM', 'NS-789.AWSDNS-34.NET']",0,0.0,['192.254.236.166'],"['205.251.192.6', '205.251.196.128', '205.251.199.133', '205.251.195.21']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 21, 22, 25]",406,Null,0,0.6,0.3,0.0,0.0,"['w', 'rks', 'n', 't']","['u', 'o', 'e']",[],[],3.321928094887362,10,0,0
bangaloreescorts.co,CO,['mail.bangaloreescorts.co.'],"['""v=spf1 a mx include:webhostbox.net ~all""']",True,False,False,NAMECHEAP INC,2014-01-08,2026-01-07,2024-08-05,IS,"['ns1.md-in-70.bigrockservers.com', 'ns2.md-in-70.bigrockservers.com']",0,0.0,['116.206.105.14'],"['103.50.160.62', '103.50.160.62']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22, 25]",406,Null,0,0.5789473684210527,0.3684210526315789,0.0,0.0,"['b', 'ng', 'l', 'r', 'sc', 'rts', 'c']","['a', 'a', 'o', 'ee', 'o', 'o']",[],[],3.471354487013929,19,0,0
eqmqvwfryxgwbpnysrbugeas.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7857142857142857,0.17857142857142858,0.0,0.0,"['qmqvwfryxgwbpnysrb', 'g', 's', 'c', 'm']","['e', 'u', 'ea', 'o']",[],[],4.164497779200462,28,0,1
writespeakcode.com,Null,"['ALT1.ASPMX.L.GOOGLE.com.', 'ALT2.ASPMX.L.GOOGLE.com.', 'ASPMX3.GOOGLEMAIL.com.', 'ASPMX2.GOOGLEMAIL.com.', 'ASPMX4.GOOGLEMAIL.com.', 'ASPMX.L.GOOGLE.com.', 'ASPMX5.GOOGLEMAIL.com.']","['""google-site-verification=ZugaJmkQkbsporVX6dcm4bmSZ_MaVSP0ighvrLsSieo""']",False,False,False,1API GmbH,2013-02-14,2025-02-14,2024-01-09,GB,"['NS1.DREAMHOST.COM', 'NS2.DREAMHOST.COM', 'NS3.DREAMHOST.COM', 'ns1.dreamhost.com', 'ns2.dreamhost.com', 'ns3.dreamhost.com']",0,0.0,['104.198.14.52'],"['162.159.26.14', '162.159.26.81', '162.159.27.84']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.5555555555555556,0.3888888888888889,0.0,0.0,"['wr', 't', 'sp', 'kc', 'd', 'c', 'm']","['i', 'e', 'ea', 'o', 'e', 'o']",[],[],3.68354236243323,18,0,0
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
mail-order-bride.org,Null,"['mx2-hosting.jellyfish.systems.', 'mx3-hosting.jellyfish.systems.', 'mx1-hosting.jellyfish.systems.']","['""v=spf1 +a +mx +ip4:63.250.38.246 include:spf.web-hosting.com ~all""']",True,False,False,NAMECHEAP INC,2018-06-13,2025-06-13,2024-07-22,IS,"['dns1.namecheaphosting.com', 'dns2.namecheaphosting.com']",0,0.0,['162.213.251.32'],"['156.154.132.200', '156.154.133.200']","['Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 21, 25]",200,Null,0,0.5,0.35,0.0,0.1,"['m', 'l', 'rd', 'r', 'br', 'd', 'rg']","['ai', 'o', 'e', 'i', 'e', 'o']",[],"['-', '-']",3.4219280948873623,20,0,0
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
nipponsteel.com,Null,"['alt2.ap.email.fireeyecloud.com.', 'alt3.ap.email.fireeyecloud.com.', 'primary.ap.email.fireeyecloud.com.', 'alt1.ap.email.fireeyecloud.com.']","['""asnscustomer-dnsh-verification=dea67ad2104c326f09a298c870930ef1""', '""3ls4i17b3moopot3k2esstb0ka""', '""6b1narnqmes2cqibo31e3evh74""', '""jjkm72hm9o1lrjtpe8lmiqh4k7""']",False,False,False,"Japan Registry Services Co.,Ltd.(JPRS)",2002-04-29,2025-04-29,2024-08-29,JP,"['NS018-4S6T3IJENVJG1143.4.D-53.INFO', 'NS018-4S6T3IJENVJG1143.4.D-53.JP', 'NS018-4S6T3IJENVJG1143.4.D-53.ORG']",0,0.0,[],"['202.32.219.49', '210.138.20.109', '162.159.27.232', '162.159.26.190', '203.180.146.109']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",[],0.0,{},Null,Null,Null,0,0.6,0.3333333333333333,0.0,0.0,"['n', 'pp', 'nst', 'l', 'c', 'm']","['i', 'o', 'ee', 'o']",[],[],3.373557262275185,15,493380,0
tbpeslky.tv,TV,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8181818181818182,0.09090909090909091,0.0,0.0,"['tbp', 'slky', 'tv']",['e'],[],[],3.2776134368191165,11,0,1
yyiskqgimkcoeuem.xyz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.65,0.3,0.0,0.0,"['yy', 'skqg', 'mkc', 'm', 'xyz']","['i', 'i', 'oeue']",[],[],3.6841837197791887,20,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
4lr4n78ianu.life,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,375,0.3125,0.25,0.0,"['lr', 'n', 'n', 'l', 'f']","['ia', 'u', 'i', 'e']","['4', '4', '78']",[],3.5,16,0,1
didiglobal.com,Null,"['mx7.didiglobal.com.', 'mx8.didiglobal.com.']","['""ZOOM_verify_umuCNrvmvMSuGoims65ks2""', '""MS=ms62752608""', '""facebook-domain-verification=r2sb4syo0rub9w87mu6qsx2qeog63g""', '""v=spf1 include:spf.didiglobal.com -all""', '""smthykl0qmbk6w7k59kdh6h6cf2198jg""', '""google-site-verification=MR4L0wExmHnxRiuphCvzqC6TNRvBQZ5wK3glAH1HN1o""', '""airtable-verification=ad237a875cc53c2e58c17502275647bc""']",True,False,False,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2017-08-01,2028-08-01,2023-04-23,CN,"['NS-1282.AWSDNS-32.ORG', 'NS-1642.AWSDNS-13.CO.UK', 'NS-66.AWSDNS-08.COM', 'NS-881.AWSDNS-46.NET']",0,0.0,"['117.51.1.5', '117.51.1.4']","['205.251.195.113', '205.251.197.2', '205.251.198.106', '205.251.192.66']","['Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['d', 'd', 'gl', 'b', 'l', 'c', 'm']","['i', 'i', 'o', 'a', 'o']",[],[],3.2359263506290334,14,23852,0
knosof.co.uk,Null,"['hermes.hosts.co.uk.', 'athena.hosts.co.uk.']","['""v=spf1 include:_smtprelay.virginmedia.com include:spf.hosts.co.uk ~all""']",True,False,False,Team Blue Internet Services UK Limited [Tag = NAMESCO],1996-08-01,2027-09-18,2024-09-18,Null,"['ns0.phase8.net', 'ns1.phase8.net', 'ns2.phase8.net']",0,0.0,['85.233.160.151'],"['81.88.63.114', '91.186.2.48', '85.233.160.68']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},[80],200,Null,0,0.5,0.3333333333333333,0.0,0.0,"['kn', 's', 'f', 'c', 'k']","['o', 'o', 'o', 'u']",[],[],2.8553885422075336,12,0,0
rafweb.org,Null,['mail.rafweb.org.'],"['""D8457235""']",False,False,False,"GoDaddy.com, LLC",2001-05-26,2025-05-26,2024-07-10,US,"['ns19.domaincontrol.com', 'ns20.domaincontrol.com']",0,0.0,['160.153.131.218'],"['97.74.109.10', '173.201.77.10']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22, 25]",200,Null,0,0.6,0.3,0.0,0.0,"['r', 'fw', 'b', 'rg']","['a', 'e', 'o']",[],[],3.121928094887362,10,0,0
gamestorrents.fm,FM,Null,"['""google-site-verification=87JbgUPR3KYCqH0Uhfr_zaAxZ4sKQyaIwXSUwEhrcHg""']",False,False,False,NAMECHEAP INC,2021-07-24,2025-07-24,2024-06-20,IS,"['BOYD.NS.CLOUDFLARE.COM', 'NAOMI.NS.CLOUDFLARE.COM', 'boyd.ns.cloudflare.com', 'naomi.ns.cloudflare.com']",0,0.0,"['172.67.181.182', '104.21.51.147']","['173.245.58.208', '108.162.192.208', '172.64.32.208', '173.245.59.75', '108.162.193.75', '172.64.33.75']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.6875,0.25,0.0,0.0,"['g', 'm', 'st', 'rr', 'nts', 'fm']","['a', 'e', 'o', 'e']",[],[],3375,16,0,0
xn--4k0b79y6qe02c8qbmk.kr,KR,['mail.xn--4k0b79y6qe02c8qbmk.kr.'],"['""v=spf1 ip4:210.127.209.116  ~all""']",True,False,False,hostcenter(http://www.domainclub.kr),2019-06-25,2028-06-25,2022-11-30,Null,"['ns.suidc.com', 'ns2.suidc.com']",0,0.0,['210.127.209.116'],"['210.127.209.11', '222.97.189.1']","['Unknown', 'Unknown']",['Unknown'],1.0,{},[80],403,Null,0,0.52,0.04,0.32,0.08,"['xn', 'k', 'b', 'y', 'q', 'c', 'qbmk', 'kr']",['e'],"['4', '0', '79', '6', '02', '8']",['--'],4.133660689688185,25,0,0
19e94r6vf7x161czhfr67y04j1.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.43333333333333335,0.06666666666666667,0.4666666666666667,0.0,"['r', 'vf', 'x', 'czhfr', 'y', 'j', 'c', 'm']","['e', 'o']","['19', '94', '6', '7', '161', '67', '04', '1']",[],4.081727678869736,30,0,1
1uy2auxzgn5eu1jpppos125am3a.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.41935483870967744,0.2903225806451613,0.25806451612903225,0.0,"['y', 'xzgn', 'jppp', 's', 'm', 'c', 'm']","['u', 'au', 'eu', 'o', 'a', 'a', 'o']","['1', '2', '5', '1', '125', '3']",[],4.082597923010943,31,0,1
highaffiliates.com,Null,"['alt4.aspmx.l.google.com.', 'alt1.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.']","['""v=spf1 ip4:77.81.240.29 +a +mx +ip4:77.81.240.32 +include:_spf.google.com ~all""', '""google-site-verification=9X3B_HFVE0eoevTG7wZVE6Nz35yQW3r-q-FZ9DY1QRY""']",True,False,False,Hosting Concepts B.V. d/b/a Registrar.eu,2019-06-24,2031-06-24,2022-04-20,NL,"['NS1.HOSTERION.COM', 'NS1.HOSTERION.NET', 'NS2.HOSTERION.COM', 'NS2.HOSTERION.NET', 'ns2.hosterion.net', 'ns2.hosterion.com', 'ns1.hosterion.net', 'ns1.hosterion.com']",0,0.0,['188.241.115.40'],"['91.188.224.12', '185.199.174.12', '91.188.225.12', '185.125.108.12']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 25]",200,Null,0,0.5555555555555556,0.3888888888888889,0.0,0.0,"['h', 'gh', 'ff', 'l', 't', 's', 'c', 'm']","['i', 'a', 'i', 'ia', 'e', 'o']",[],[],3.5724312513221195,18,0,0
kjffgjkjbqyu.biz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8125,125,0.0,0.0,"['kjffgjkjbqy', 'b', 'z']","['u', 'i']",[],[],3.327819531114783,16,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
theveilbrewing.com,Null,"['alt1.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.']","['""google-site-verification=SxpaMeT3mD2qvT47RaR1yhfVefWkmb0l5R3903MVDWs""', '""google-site-verification=w52vyKKJ4v3e2byHOOWTlABHpINJ9L93Sm0t9SqmNI8""', '""facebook-domain-verification=u8c30p1mftqrfcq1mo30odyu950jmh""', '""zoho-verification=zb14490312.zmverify.zoho.com""', '""v=spf1 mx include:zoho.com ~all""', '""klaviyo-site-verification=Ucfkyy""']",True,False,False,NAMECHEAP INC,2014-10-07,2027-10-07,2018-09-10,IS,"['BEAU.NS.CLOUDFLARE.COM', 'KAMI.NS.CLOUDFLARE.COM', 'beau.ns.cloudflare.com', 'kami.ns.cloudflare.com']",0,0.0,"['198.49.23.144', '198.185.159.145', '198.185.159.144', '198.49.23.145']","['173.245.58.177', '108.162.192.177', '172.64.32.177', '108.162.193.73', '173.245.59.73', '172.64.33.73']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.6111111111111112,0.3333333333333333,0.0,0.0,"['th', 'v', 'lbr', 'w', 'ng', 'c', 'm']","['e', 'ei', 'e', 'i', 'o']",[],[],3.794653473544342,18,0,0
shfdz.gov.cn,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.75,0.08333333333333333,0.0,0.0,"['shfdz', 'g', 'v', 'cn']",['o'],[],[],3.418295834054489,12,0,0
tarhely.eu,Null,"['mail.tarhely.eu.', 'website.tarhely.eu.']","['""MS=8B2837CFE5334C6F9CAE89182F0C59464121CEA8""', '""v=spf1 +a +mx +ip4:185.51.191.100 +ip4:185.51.191.99 +ip4:79.172.252.0/24 +ip4:178.238.222.0/24 +ip4:79.172.239.0/24 +ip4:185.51.189.0/24 +ip4:185.51.191.0/24 ?all""', '""google-site-verification=lmmhzd1h2f6xGJQAzLtVpMUJtoHy86l6l26Kp8DwOrk""', '""google-site-verification=f4gkqcZrytgZVp9Milg1xs-I5a2WmgKWnUOSDuQvQtI""']",True,False,False,Freemium Kft.,Null,Null,Null,Null,"ns01.tarhely.eu (185.51.188.4)
        ns02.tarhely.eu (79.172.252.4)
        ns03.tarhely.eu (195.201.215.228)

Please visit www.eurid.eu for more info.",0,0.0,['185.51.191.99'],"['79.172.252.4', '185.51.188.4', '195.201.215.228']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22, 25]",200,Null,0,0.5,0.4,0.0,0.0,"['t', 'rh', 'ly']","['a', 'e', 'eu']",[],[],3.121928094887362,10,0,0
adwmainz.de,DE,"['mailgate-3.zdv.Uni-Mainz.de.', 'mailgate-2.zdv.Uni-Mainz.de.', 'mailgate-1.zdv.Uni-Mainz.de.']","['""344-TXT-212""', '""v=spf1 include:uni-mainz.de include:spf.nl2go.com -all""', '""v=spf2.0/mfrom,pra include:uni-mainz.de -all""']",True,False,False,Null,Null,Null,2019-01-29,Null,"['ns-extern.zdv.uni-mainz.de', 'xlink1.xlink.net']",0,0.0,['134.93.14.123'],"['134.93.144.7', '194.45.97.99']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.5454545454545454,0.36363636363636365,0.0,0.0,"['dwm', 'nz', 'd']","['a', 'ai', 'e']",[],[],3.0957952550009344,11,0,0
branchenbuchdeutschland.de,DE,['mail.branchenbuchdeutschland.de.'],"['""v=spf1 mx ip4:5.9.121.51/24 ip6:2a01:4f8:162:7129::2 -all""']",True,False,False,Null,Null,Null,2022-04-26,Null,"['ns1.first-ns.de', 'robotns2.second-ns.de', 'robotns3.second-ns.com']",0,0.0,['5.9.121.51'],"['213.133.100.103', '193.47.99.3', '213.239.242.238']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 22, 25]",200,Null,0,0.6923076923076923,0.2692307692307692,0.0,0.0,"['br', 'nch', 'nb', 'chd', 'tschl', 'nd', 'd']","['a', 'e', 'u', 'eu', 'a', 'e']",[],[],3.555269044648117,26,0,0
hdbwaudppkjrmfm.cn,CN,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8333333333333334,0.1111111111111111,0.0,0.0,"['hdbw', 'dppkjrmfm', 'cn']",['au'],[],[],3.8365916681089787,18,0,1
bpyqoqsbldbr.biz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8125,125,0.0,0.0,"['bpyq', 'qsbldbr', 'b', 'z']","['o', 'i']",[],[],3375,16,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
zwiki.org,Null,"['in1.smtp.messagingengine.com.', 'in2.smtp.messagingengine.com.']",Null,False,False,False,"CloudFlare, Inc.",2000-08-02,2025-08-02,2024-07-08,US,"['nora.ns.cloudflare.com', 'ram.ns.cloudflare.com']",0,0.0,"['104.21.25.151', '172.67.134.85']","['108.162.192.213', '172.64.32.213', '173.245.58.213', '173.245.59.225', '108.162.193.225', '172.64.33.225']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.5555555555555556,0.3333333333333333,0.0,0.0,"['zw', 'k', 'rg']","['i', 'i', 'o']",[],[],2.94770277922009,9,0,0
sehwa1.com,Null,Null,Null,False,False,False,"Gabia, Inc.",2011-01-24,2025-01-24,2023-12-20,Null,"['NS1.QUVDNS.COM', 'NS2.QUVDNS.COM']",0,0.0,"['13.125.102.36', '13.124.106.16']","['54.180.5.79', '52.78.206.231']","['Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.5,0.3,0.1,0.0,"['s', 'hw', 'c', 'm']","['e', 'a', 'o']",['1'],[],3.321928094887362,10,0,0
holla.world,Null,"['alt2.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'alt1.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.', '4dwahkaheu6vzcg3sou6ureja24qow6uva7i6lgyhg2u5hlcrwgq.mx-verification.google.com.', 'aspmx.l.google.com.']","['""4130FB7728""', '""v=spf1 include:_spf.google.com ~all""', '""9b8a6e0edf0d59a9""', '""google-site-verification=2FqGWw1KPY1WAB7QK65OvE3inKV6PXjVddy5ykAyzXI""']",True,False,False,"GoDaddy.com, LLC",2017-03-24,2025-03-24,2024-07-23,US,"['ns-1073.awsdns-06.org', 'ns-1750.awsdns-26.co.uk', 'ns-682.awsdns-21.net', 'ns-74.awsdns-09.com']",0,0.0,"['52.196.140.50', '3.114.169.222']","['205.251.194.170', '205.251.192.74', '205.251.198.214', '205.251.196.49']","['Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.6363636363636364,0.2727272727272727,0.0,0.0,"['h', 'll', 'w', 'rld']","['o', 'a', 'o']",[],[],2.845350936622437,11,646298,0
1d7z42l1sezuskjrsi0d1juhh2f.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5483870967741935,0.16129032258064516,0.25806451612903225,0.0,"['d', 'z', 'l', 's', 'z', 'skjrs', 'd', 'j', 'hh', 'f', 'c', 'm']","['e', 'u', 'i', 'u', 'o']","['1', '7', '42', '1', '0', '1', '2']",[],4.260332600569877,31,0,1
giisikmkgkyqmusc.xyz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.75,0.2,0.0,0.0,"['g', 's', 'kmkgkyqm', 'sc', 'xyz']","['ii', 'i', 'u']",[],[],3.4464393446710155,20,0,1
iqhealth.com,Null,['iqhealth-com.mail.protection.outlook.com.'],"['""v=spf1 include:spf.cernerasp.com a:spf.cernercloud.com -all""']",True,False,False,"MarkMonitor, Inc.",1999-02-22,2025-02-22,2023-11-20,US,"['NS3.CERNERNS.COM', 'NS4.CERNERNS.COM', 'ns4.cernerns.com', 'ns3.cernerns.com']",0,0.0,['159.140.7.20'],"['159.140.194.216', '159.140.192.216']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.5833333333333334,0.3333333333333333,0.0,0.0,"['qh', 'lth', 'c', 'm']","['i', 'ea', 'o']",[],[],3.418295834054489,12,108464,0
